"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2016-07-13","2016","07","13","","20.7","","15.0","","17.9","","0.1","","0.0","","7.8","","0.0","","7.8","","0","T","22","","33",""
"2016-07-14","2016","07","14","","21.0","","13.6","","17.3","","0.7","","0.0","","0.8","","0.0","","0.8","","0","T","27","","50",""
"2016-07-15","2016","07","15","","21.4","","13.1","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","T","19","","35",""
"2016-07-16","2016","07","16","","20.7","","15.7","","18.2","","0.0","","0.2","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"2016-07-17","2016","07","17","","22.6","","12.8","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-07-18","2016","07","18","","23.7","","15.2","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","T","19","","41",""
"2016-07-19","2016","07","19","","22.8","","16.3","","19.6","","0.0","","1.6","","0.0","T","0.0","","0.0","T","0","T","20","","35",""
"2016-07-20","2016","07","20","","23.6","","16.5","","20.1","","0.0","","2.1","","0.0","","0.0","","0.0","","0","T","19","","37",""
"2016-07-21","2016","07","21","","24.3","","12.7","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-07-22","2016","07","22","","24.1","","15.8","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","T","11","","43",""
"2016-07-23","2016","07","23","","21.4","","13.5","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","T","21","","35",""
"2016-07-24","2016","07","24","","22.6","","14.5","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-07-25","2016","07","25","","23.8","","15.1","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","T","21","","33",""
"2016-07-26","2016","07","26","","22.3","","14.7","","18.5","","0.0","","0.5","","0.0","","0.0","","0.0","","0","T","21","","33",""
"2016-07-27","2016","07","27","","24.3","","15.0","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","0","T","28","","33",""
"2016-07-28","2016","07","28","","23.8","","16.8","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","T","29","","39",""
"2016-07-29","2016","07","29","","23.7","","17.5","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","0","T","28","","52",""
"2016-07-30","2016","07","30","","21.6","","14.6","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","0","T","29","","57",""
"2016-07-31","2016","07","31","","21.2","","14.6","","17.9","","0.1","","0.0","","0.0","","0.0","","0.0","","0","T","29","","39",""
"2016-08-01","2016","08","01","","22.9","","12.7","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","T","22","","35",""
"2016-08-02","2016","08","02","","17.6","","14.5","","16.1","","1.9","","0.0","","0.6","","0.0","","0.6","","0","T","10","","35",""
"2016-08-03","2016","08","03","","21.2","","14.1","","17.7","","0.3","","0.0","","1.8","","0.0","","1.8","","0","T","","","<31",""
"2016-08-04","2016","08","04","","22.4","","12.2","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-05","2016","08","05","","21.8","","15.3","","18.6","","0.0","","0.6","","0.0","","0.0","","0.0","","0","T","29","","41",""
"2016-08-06","2016","08","06","","20.7","","12.2","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","T","11","","35",""
"2016-08-07","2016","08","07","","21.2","","13.7","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","T","14","","30",""
"2016-08-08","2016","08","08","","20.9","","12.6","","16.8","","1.2","","0.0","","0.0","T","0.0","","0.0","T","0","T","19","","37",""
"2016-08-09","2016","08","09","","19.5","","15.1","","17.3","","0.7","","0.0","","4.8","","0.0","","4.8","","0","T","","","<31",""
"2016-08-10","2016","08","10","","22.2","","16.1","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","0","T","22","","32",""
"2016-08-11","2016","08","11","","22.4","","13.7","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","0","T","29","","37",""
"2016-08-12","2016","08","12","","24.4","","14.3","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","0","T","30","","33",""
"2016-08-13","2016","08","13","","23.9","","16.7","","20.3","","0.0","","2.3","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-14","2016","08","14","","22.5","","16.4","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","T","30","","41",""
"2016-08-15","2016","08","15","","22.6","","14.9","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-16","2016","08","16","","23.2","","14.7","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-17","2016","08","17","","22.1","","15.8","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","T","30","","44",""
"2016-08-18","2016","08","18","","23.3","","16.0","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","0","T","30","","44",""
"2016-08-19","2016","08","19","","26.4","","16.2","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","0","T","29","","41",""
"2016-08-20","2016","08","20","","24.5","","14.3","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","0","T","30","","35",""
"2016-08-21","2016","08","21","","21.3","","14.1","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","0","T","27","","39",""
"2016-08-22","2016","08","22","","20.4","","14.8","","17.6","","0.4","","0.0","","0.0","","0.0","","0.0","","0","T","28","","46",""
"2016-08-23","2016","08","23","","21.5","","11.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-24","2016","08","24","","23.8","","14.0","","18.9","","0.0","","0.9","","0.0","","0.0","","0.0","","0","T","29","","32",""
"2016-08-25","2016","08","25","","25.9","","14.5","","20.2","","0.0","","2.2","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-26","2016","08","26","","25.9","","15.3","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-08-27","2016","08","27","","23.2","","16.7","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","0","T","9","","39",""
"2016-08-28","2016","08","28","","19.0","","14.7","","16.9","","1.1","","0.0","","0.8","","0.0","","0.8","","0","T","11","","39",""
"2016-08-29","2016","08","29","","23.8","","12.4","","18.1","","0.0","","0.1","","0.0","T","0.0","","0.0","T","0","T","19","","41",""
"2016-08-30","2016","08","30","","21.9","","13.6","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","T","11","","37",""
"2016-08-31","2016","08","31","","18.9","","15.3","","17.1","","0.9","","0.0","","5.8","","0.0","","5.8","","0","T","13","","33",""
"2016-09-01","2016","09","01","","18.7","","11.8","","15.3","","2.7","","0.0","","2.8","","0.0","","2.8","","0","T","14","","39",""
"2016-09-02","2016","09","02","","17.9","","12.7","","15.3","","2.7","","0.0","","1.6","","0.0","","1.6","","0","T","21","","32",""
"2016-09-03","2016","09","03","","17.8","","12.3","","15.1","","2.9","","0.0","","10.2","","0.0","","10.2","","0","T","","","<31",""
"2016-09-04","2016","09","04","","18.9","","8.6","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-09-05","2016","09","05","","15.7","","12.2","","14.0","","4.0","","0.0","","0.8","","0.0","","0.8","","0","T","11","","37",""
"2016-09-06","2016","09","06","","17.3","","12.7","","15.0","","3.0","","0.0","","1.2","","0.0","","1.2","","0","T","","","<31",""
"2016-09-07","2016","09","07","","16.9","","13.7","","15.3","","2.7","","0.0","","3.0","","0.0","","3.0","","0","T","20","","37",""
"2016-09-08","2016","09","08","","19.7","","11.7","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","0","T","25","","44",""
"2016-09-09","2016","09","09","","21.0","","9.7","","15.4","","2.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-09-10","2016","09","10","","20.9","","13.7","","17.3","","0.7","","0.0","","0.0","","0.0","","0.0","","0","T","29","","50",""
"2016-09-11","2016","09","11","","18.1","","11.0","","14.6","","3.4","","0.0","","0.0","","0.0","","0.0","","0","T","29","","61",""
"2016-09-12","2016","09","12","","18.9","","7.5","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","0","T","29","","35",""
"2016-09-13","2016","09","13","","19.5","","9.3","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-09-14","2016","09","14","","19.7","","8.3","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-09-15","2016","09","15","","19.3","","10.1","","14.7","","3.3","","0.0","","0.0","","0.0","","0.0","","0","T","21","","32",""
"2016-09-16","2016","09","16","","21.1","","12.2","","16.7","","1.3","","0.0","","0.2","","0.0","","0.2","","0","T","","","<31",""
"2016-09-17","2016","09","17","","18.3","","12.8","","15.6","","2.4","","0.0","","17.6","","0.0","","17.6","","0","T","20","","48",""
"2016-09-18","2016","09","18","","20.0","","10.3","","15.2","","2.8","","0.0","","2.0","","0.0","","2.0","","0","T","17","","37",""
"2016-09-19","2016","09","19","","17.6","","11.9","","14.8","","3.2","","0.0","","28.8","","0.0","","28.8","","0","T","19","","41",""
"2016-09-20","2016","09","20","","16.6","","10.3","","13.5","","4.5","","0.0","","0.4","","0.0","","0.4","","0","T","29","","41",""
"2016-09-21","2016","09","21","","17.0","","8.5","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","T","30","","39",""
"2016-09-22","2016","09","22","","19.3","","8.3","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","T","11","","35",""
"2016-09-23","2016","09","23","","14.2","","11.5","","12.9","","5.1","","0.0","","8.8","","0.0","","8.8","","0","T","6","","35",""
"2016-09-24","2016","09","24","","17.0","","8.8","","12.9","","5.1","","0.0","","0.8","","0.0","","0.8","","0","T","29","","39",""
"2016-09-25","2016","09","25","","19.6","","11.1","","15.4","","2.6","","0.0","","0.2","","0.0","","0.2","","0","T","","","<31",""
"2016-09-26","2016","09","26","","17.5","","9.8","","13.7","","4.3","","0.0","","0.0","","0.0","","0.0","","0","T","30","","33",""
"2016-09-27","2016","09","27","","16.1","","12.2","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","0","T","28","","57",""
"2016-09-28","2016","09","28","","14.8","","7.4","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","0","T","30","","41",""
"2016-09-29","2016","09","29","","15.0","","6.2","","10.6","","7.4","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-09-30","2016","09","30","","14.3","","5.2","","9.8","","8.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-10-01","2016","10","01","","15.4","","9.3","","12.4","","5.6","","0.0","","0.8","","0.0","","0.8","","0","T","11","","41",""
"2016-10-02","2016","10","02","","15.1","E","","M","","M","","M","","M","0.2","","0.0","","0.2","","0","T","29","","32",""
"2016-10-03","2016","10","03","","15.8","","7.7","","11.8","","6.2","","0.0","","0.6","","0.0","","0.6","","0","T","13","","35",""
"2016-10-04","2016","10","04","","15.3","","10.8","","13.1","","4.9","","0.0","","1.6","","0.0","","1.6","","0","T","11","","44",""
"2016-10-05","2016","10","05","","15.8","","11.9","","13.9","","4.1","","0.0","","1.2","","0.0","","1.2","","0","T","29","","43",""
"2016-10-06","2016","10","06","","13.9","","11.2","","12.6","","5.4","","0.0","","13.4","","0.0","","13.4","","0","T","8","","56",""
"2016-10-07","2016","10","07","","15.9","","10.9","","13.4","","4.6","","0.0","","6.0","","0.0","","6.0","","0","T","10","","63",""
"2016-10-08","2016","10","08","","12.3","","8.9","","10.6","","7.4","","0.0","","22.8","","0.0","","22.8","","0","T","29","","46",""
"2016-10-09","2016","10","09","","13.3","","5.3","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","T","29","","44",""
"2016-10-10","2016","10","10","","12.6","","5.5","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","0","T","28","","32",""
"2016-10-11","2016","10","11","","12.2","","0.0","","6.1","","11.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-10-12","2016","10","12","","14.4","","1.3","","7.9","","10.1","","0.0","","0.6","","0.0","","0.6","","0","T","","","<31",""
"2016-10-13","2016","10","13","","14.0","","9.8","","11.9","","6.1","","0.0","","21.6","","0.0","","21.6","","0","T","8","","46",""
"2016-10-14","2016","10","14","","13.5","","11.2","","12.4","","5.6","","0.0","","23.2","","0.0","","23.2","","0","T","13","","78",""
"2016-10-15","2016","10","15","","13.3","","10.1","","11.7","","6.3","","0.0","","9.0","","0.0","","9.0","","0","T","16","","69",""
"2016-10-16","2016","10","16","","13.0","","10.7","","11.9","","6.1","","0.0","","11.4","","0.0","","11.4","","0","T","12","","46",""
"2016-10-17","2016","10","17","","12.8","","9.8","","11.3","","6.7","","0.0","","11.0","","0.0","","11.0","","0","T","12","","32",""
"2016-10-18","2016","10","18","","12.3","","9.0","","10.7","","7.3","","0.0","","11.4","","0.0","","11.4","","0","T","15","","32",""
"2016-10-19","2016","10","19","","14.4","","8.1","","11.3","","6.7","","0.0","","6.8","","0.0","","6.8","","0","T","10","","35",""
"2016-10-20","2016","10","20","","15.2","","8.7","","12.0","","6.0","","0.0","","9.6","","0.0","","9.6","","0","T","20","","35",""
"2016-10-21","2016","10","21","","12.3","","7.5","","9.9","","8.1","","0.0","","5.2","","0.0","","5.2","","0","T","9","","32",""
"2016-10-22","2016","10","22","","13.4","","6.0","","9.7","","8.3","","0.0","","0.4","","0.0","","0.4","","0","T","7","","32",""
"2016-10-23","2016","10","23","","16.4","","9.6","","13.0","","5.0","","0.0","","1.6","","0.0","","1.6","","0","T","8","","39",""
"2016-10-24","2016","10","24","","13.0","","10.0","","11.5","","6.5","","0.0","","3.2","","0.0","","3.2","","0","T","10","","43",""
"2016-10-25","2016","10","25","","14.7","","8.7","","11.7","","6.3","","0.0","","2.4","","0.0","","2.4","","0","T","12","","54",""
"2016-10-26","2016","10","26","","12.4","","6.8","","9.6","","8.4","","0.0","","9.0","","0.0","","9.0","","0","T","8","","32",""
"2016-10-27","2016","10","27","","12.9","","11.0","","12.0","","6.0","","0.0","","7.2","","0.0","","7.2","","0","T","15","","39",""
"2016-10-28","2016","10","28","","16.6","","10.0","","13.3","","4.7","","0.0","","1.2","","0.0","","1.2","","0","T","","","<31",""
"2016-10-29","2016","10","29","","11.3","","5.9","","8.6","","9.4","","0.0","","6.4","","0.0","","6.4","","0","T","","","<31",""
"2016-10-30","2016","10","30","","11.6","","4.0","","7.8","","10.2","","0.0","","2.0","","0.0","","2.0","","0","T","29","","33",""
"2016-10-31","2016","10","31","","10.7","","8.9","","9.8","","8.2","","0.0","","13.6","","0.0","","13.6","","0","T","","","<31",""
"2016-11-01","2016","11","01","","12.5","","7.4","","10.0","","8.0","","0.0","","7.6","","0.0","","7.6","","0","T","10","","32",""
"2016-11-02","2016","11","02","","12.5","","10.2","","11.4","","6.6","","0.0","","26.4","","0.0","","26.4","","0","T","7","","48",""
"2016-11-03","2016","11","03","","15.7","","9.1","","12.4","","5.6","","0.0","","0.0","","0.0","","0.0","","0","T","11","","44",""
"2016-11-04","2016","11","04","","16.1","","3.6","","9.9","","8.1","","0.0","","0.4","","0.0","","0.4","","0","T","11","","39",""
"2016-11-05","2016","11","05","","14.6","","10.2","","12.4","","5.6","","0.0","","19.8","","0.0","","19.8","","0","T","12","","39",""
"2016-11-06","2016","11","06","","13.5","","8.2","","10.9","","7.1","","0.0","","0.8","","0.0","","0.8","","0","T","12","","39",""
"2016-11-07","2016","11","07","","14.0","","10.7","","12.4","","5.6","","0.0","","2.6","","0.0","","2.6","","0","T","9","","46",""
"2016-11-08","2016","11","08","","19.4","","12.2","","15.8","","2.2","","0.0","","0.8","","0.0","","0.8","","0","T","9","","35",""
"2016-11-09","2016","11","09","","15.0","","11.8","","13.4","","4.6","","0.0","","9.0","","0.0","","9.0","","0","T","","","<31",""
"2016-11-10","2016","11","10","","15.3","","6.8","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-11-11","2016","11","11","","13.8","","10.5","","12.2","","5.8","","0.0","","3.0","","0.0","","3.0","","0","T","21","","33",""
"2016-11-12","2016","11","12","","14.5","","7.1","","10.8","","7.2","","0.0","","7.0","","0.0","","7.0","","0","T","21","","59",""
"2016-11-13","2016","11","13","","11.1","","6.8","","9.0","","9.0","","0.0","","14.6","","0.0","","14.6","","0","T","8","","41",""
"2016-11-14","2016","11","14","","12.7","","5.5","","9.1","","8.9","","0.0","","0.2","","0.0","","0.2","","0","T","16","","35",""
"2016-11-15","2016","11","15","","11.2","","5.6","","8.4","","9.6","","0.0","","3.6","","0.0","","3.6","","0","T","","","<31",""
"2016-11-16","2016","11","16","","9.9","","3.5","","6.7","","11.3","","0.0","","4.2","","0.0","","4.2","","0","T","","","<31",""
"2016-11-17","2016","11","17","","9.1","","4.9","","7.0","","11.0","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"2016-11-18","2016","11","18","","9.0","","2.7","","5.9","","12.1","","0.0","","0.0","T","0.0","","0.0","T","0","T","6","","37",""
"2016-11-19","2016","11","19","","11.7","","5.8","","8.8","","9.2","","0.0","","2.0","","0.0","","2.0","","0","T","11","","44",""
"2016-11-20","2016","11","20","","11.7","","9.3","","10.5","","7.5","","0.0","","2.4","","0.0","","2.4","","0","T","12","","52",""
"2016-11-21","2016","11","21","","11.8","","6.5","","9.2","","8.8","","0.0","","0.0","T","0.0","","0.0","T","0","T","14","","30",""
"2016-11-22","2016","11","22","","9.6","","6.7","","8.2","","9.8","","0.0","","28.0","","0.0","","28.0","","0","T","8","","44",""
"2016-11-23","2016","11","23","","9.8","","6.2","","8.0","","10.0","","0.0","","5.2","","0.0","","5.2","","0","T","12","","67",""
"2016-11-24","2016","11","24","","9.6","","5.6","","7.6","","10.4","","0.0","","17.8","","0.0","","17.8","","0","T","15","","74",""
"2016-11-25","2016","11","25","","10.1","","2.2","","6.2","","11.8","","0.0","","6.0","","0.0","","6.0","","0","T","21","","43",""
"2016-11-26","2016","11","26","","7.0","","5.2","","6.1","","11.9","","0.0","","31.0","","0.0","","31.0","","0","T","29","","33",""
"2016-11-27","2016","11","27","","7.4","","3.2","","5.3","","12.7","","0.0","","24.6","","0.0","","24.6","","0","T","7","","43",""
"2016-11-28","2016","11","28","","8.3","","3.0","","5.7","","12.3","","0.0","","0.8","","0.0","","0.8","","0","T","29","","57",""
"2016-11-29","2016","11","29","","7.9","","4.7","","6.3","","11.7","","0.0","","2.6","","0.0","","2.6","","0","T","7","","30",""
"2016-11-30","2016","11","30","","8.3","","6.1","","7.2","","10.8","","0.0","","19.8","","0.0","","19.8","","0","T","28","","61",""
"2016-12-01","2016","12","01","","7.5","","1.6","","4.6","","13.4","","0.0","","1.8","","0.0","","1.8","","0","T","27","","44",""
"2016-12-02","2016","12","02","","8.6","","5.3","","7.0","","11.0","","0.0","","12.8","","0.0","","12.8","","0","T","11","","50",""
"2016-12-03","2016","12","03","","8.6","","2.1","","5.4","","12.6","","0.0","","4.2","","0.0","","4.2","","0","T","24","","32",""
"2016-12-04","2016","12","04","","6.5","","-0.4","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","0","T","29","","69",""
"2016-12-05","2016","12","05","","2.5","","-0.2","","1.2","","16.8","","0.0","","5.4","","5.4","","16.4","","0","T","8","","37",""
"2016-12-06","2016","12","06","","3.1","","-2.7","","0.2","","17.8","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2016-12-07","2016","12","07","","0.6","","-6.3","","-2.9","","20.9","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2016-12-08","2016","12","08","","2.8","","-7.2","","-2.2","","20.2","","0.0","","0.0","","0.0","","0.0","","0","T","11","","41",""
"2016-12-09","2016","12","09","","0.8","","-1.8","","-0.5","","18.5","","0.0","","0.0","","5.0","","8.0","","0","T","14","","41",""
"2016-12-10","2016","12","10","","2.5","","-0.1","","1.2","","16.8","","0.0","","6.2","","0.0","T","6.2","","5","","8","","37",""
"2016-12-11","2016","12","11","","6.8","","1.9","","4.4","","13.6","","0.0","","13.4","","0.0","","13.4","","1","","6","","33",""
"2016-12-12","2016","12","12","","2.0","","-3.0","","-0.5","","18.5","","0.0","","1.0","","2.4","","6.4","","2","","9","","33",""
"2016-12-13","2016","12","13","","0.7","","-5.7","","-2.5","","20.5","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2016-12-14","2016","12","14","","-0.9","","-7.5","","-4.2","","22.2","","0.0","","0.0","","0.0","","0.0","","1","","","","<31",""
"2016-12-15","2016","12","15","","0.3","","-7.5","","-3.6","","21.6","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-12-16","2016","12","16","","-2.0","","-8.4","","-5.2","","23.2","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-12-17","2016","12","17","","-1.2","","-8.7","","-5.0","","23.0","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-12-18","2016","12","18","","2.2","","-2.9","","-0.4","","18.4","","0.0","","0.0","","7.0","","4.2","","1","","","","<31",""
"2016-12-19","2016","12","19","","4.7","","1.2","","3.0","","15.0","","0.0","","14.4","","0.0","","14.4","","2","","11","","39",""
"2016-12-20","2016","12","20","","8.8","","1.0","","4.9","","13.1","","0.0","","4.8","","0.0","","4.8","","0","T","22","","54",""
"2016-12-21","2016","12","21","","6.6","","0.3","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-12-22","2016","12","22","","5.5","","1.4","","3.5","","14.5","","0.0","","1.2","","0.0","","1.2","","0","T","7","","39",""
"2016-12-23","2016","12","23","","4.5","","1.9","","3.2","","14.8","","0.0","","15.4","","0.0","","15.4","","0","T","30","","30",""
"2016-12-24","2016","12","24","","4.4","","-2.4","","1.0","","17.0","","0.0","","0.8","","0.0","","0.8","","0","T","","","<31",""
"2016-12-25","2016","12","25","","1.8","","-4.7","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"2016-12-26","2016","12","26","","2.6","","-1.4","","0.6","","17.4","","0.0","","13.6","","3.4","","19.4","","0","T","11","","46",""
"2016-12-27","2016","12","27","","6.8","","-0.6","","3.1","","14.9","","0.0","","1.6","","0.0","","1.6","","0","T","20","","35",""
"2016-12-28","2016","12","28","","5.6","","-1.4","","2.1","","15.9","","0.0","","5.0","","0.0","","5.0","","0","T","18","","37",""
"2016-12-29","2016","12","29","","4.9","","-0.3","","2.3","","15.7","","0.0","","9.0","","0.0","","9.0","","0","T","7","","41",""
"2016-12-30","2016","12","30","","4.8","","-0.9","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","0","T","28","","41",""
"2016-12-31","2016","12","31","","2.1","","-3.0","","-0.5","","18.5","","0.0","","7.2","","4.2","","13.2","","0","T","4","","37",""
